No,Year,Month,date,1st_visit,f1_gender,f3_occupation,tf_mnth,tf_date,City_residence,Purpose_grp,tf_purpose,Purpose,length_stay,totshopping_$,totfnb_$,totexp_$
2236,2015,July,2015-07-18T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,248.02509949348507,135.0692719349295,396.6012986219075
2237,2015,July,2015-07-18T00:00:00.000Z,No,Male,"Executive (sales, administration)",7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,238.02509949348507,108.0554175479436,427.12208020238637
2238,2015,July,2015-07-18T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,338.0250994934851,225.1154532248825,599.1590252343487
2239,2015,July,2015-07-18T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,98.02509949348506,270.138543869859,489.72598810478064
2240,2015,July,2015-07-18T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,1038.025099493485,270.138543869859,1362.1913521373158
2241,2015,July,2015-07-18T00:00:00.000Z,No,Male,Others (specify),7,2015-07-18T00:00:00.000Z,Batam,Leisure,visiting friends/relatives,Visiting friends/relatives,4 days,88.02509949348506,67.53463596746475,432.4517429275553
2242,2015,July,2015-07-18T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-18T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,88.02509949348506,27.0138543869859,128.5458810739639
2243,2015,July,2015-07-18T00:00:00.000Z,No,Male,Student,7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,88.02509949348506,27.0138543869859,155.5597354609498
2244,2015,July,2015-07-18T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,188.02509949348507,540.277087739718,953.4176404580855
2245,2015,July,2015-07-18T00:00:00.000Z,Yes,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-18T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,101.02509949348506,16.20831263219154,130.74033931916955
2246,2015,July,2015-07-18T00:00:00.000Z,Yes,Male,Student,7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,128.02509949348507,20.260390790239427,155.08641620965045
2247,2015,July,2015-07-18T00:00:00.000Z,No,Male,Student,7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,228.02509949348507,405.2078158047885,633.2329152982735
2248,2015,July,2015-07-18T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,188.02509949348507,23.637122588612662,373.7453484040131
2249,2015,July,2015-07-18T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,88.02509949348506,155.1007697720265,910.0591792852255
2250,2015,July,2015-07-18T00:00:00.000Z,No,Female,Homemaker (Full time),7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,3 days,88.02509949348506,0.0,94.22913028436612
2251,2015,July,2015-07-18T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,stopover,Stopover,1 day,88.02509949348506,116.32557732901986,359.45144659453143
2252,2015,July,2015-07-18T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,113.02509949348506,20.6801026362702,334.1390414722041
2253,2015,July,2015-07-18T00:00:00.000Z,No,Male,"Executive (sales, administration)",7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,248.02509949348507,103.40051318135099,470.33620283338973
2254,2015,July,2015-07-18T00:00:00.000Z,No,Male,Retired,7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,5 days,88.02509949348506,0.0,88.02509949348506
2255,2015,July,2015-07-18T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",7,2015-07-18T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,178.02509949348507,155.1007697720265,542.5119084577473
2256,2015,July,2015-07-19T00:00:00.000Z,No,Female,Homemaker (Full time),7,2015-07-19T00:00:00.000Z,Batam,Leisure,visiting friends/relatives,Visiting friends/relatives,11-14 days,818.0250994934851,73.32331905039031,1122.8957418608975
2257,2015,July,2015-07-19T00:00:00.000Z,No,Female,Student,7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,213.02509949348507,135.0692719349295,1107.3541731389544
2258,2015,July,2015-07-19T00:00:00.000Z,Yes,Male,"Businessman (small company, <50 people)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,163.02509949348507,101.30195395119712,568.2329152982736
2259,2015,July,2015-07-19T00:00:00.000Z,Yes,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,7 days,88.02509949348506,25.727480368558002,121.47082397261046
2260,2015,July,2015-07-19T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,158.02509949348507,63.0323269029671,366.932240086176
2261,2015,July,2015-07-19T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,88.02509949348506,0.0,88.02509949348506
2262,2015,July,2015-07-19T00:00:00.000Z,Yes,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,208.02509949348507,45.023090644976506,352.0989895574099
2263,2015,July,2015-07-19T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,133.02509949348507,33.767317983732376,196.50765730290192
2264,2015,July,2015-07-19T00:00:00.000Z,No,Female,Student,7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,188.02509949348507,0.0,201.532026686978
2265,2015,July,2015-07-19T00:00:00.000Z,No,Female,Student,7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,6 days,158.02509949348507,51.700256590675494,349.3160488789844
2266,2015,July,2015-07-19T00:00:00.000Z,No,Male,"Executive (sales, administration)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,visiting friends/relatives,Visiting friends/relatives,2 days,88.02509949348506,67.53463596746475,196.08051704142866
2267,2015,July,2015-07-19T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,visiting friends/relatives,Visiting friends/relatives,Under 1 day,218.02509949348507,0.0,224.77856309023153
2268,2015,July,2015-07-19T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,118.02509949348506,135.0692719349295,363.38136706316806
2269,2015,July,2015-07-19T00:00:00.000Z,Yes,Female,"Executive (sales, administration)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,88.02509949348506,135.0692719349295,378.4240341535835
2270,2015,July,2015-07-19T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,588.0250994934851,54.0277087739718,1082.3381139937467
2271,2015,July,2015-07-19T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-19T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,148.02509949348507,90.046181289953,238.07128078343806
2272,2015,July,2015-07-19T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,138.02509949348507,77.55038488601325,225.9155356976334
2273,2015,July,2015-07-19T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-19T00:00:00.000Z,Tanjung Balai,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,281.3584328268184,198.1015988378966,736.9921101539805
2274,2015,July,2015-07-19T00:00:00.000Z,No,Male,Student,7,2015-07-19T00:00:00.000Z,Tanjung Balai,Leisure,visiting friends/relatives,Visiting friends/relatives,6 days,198.02509949348507,135.0692719349295,378.11746207339104
2275,2015,July,2015-07-19T00:00:00.000Z,No,Female,Homemaker (Full time),7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,2 days,108.02509949348506,15.51007697720265,139.04525344789036
2276,2015,July,2015-07-19T00:00:00.000Z,No,Female,Student,7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,88.02509949348506,0.0,504.5685555952423
2277,2015,July,2015-07-19T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,Under 1 day,218.02509949348507,0.0,264.555330425093
2278,2015,July,2015-07-19T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,138.02509949348507,103.40051318135099,427.5465364012678
2279,2015,July,2015-07-19T00:00:00.000Z,No,Male,"Mager (CEO, company director, senior mager)",7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,128.02509949348507,0.0,162.1472688433309
2280,2015,July,2015-07-19T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",7,2015-07-19T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,98.02509949348506,116.32557732901986,388.83904281603475
2281,2015,July,2015-07-19T00:00:00.000Z,Yes,Female,"Mager (CEO, company director, senior mager)",7,2015-07-19T00:00:00.000Z,Bandung,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,238.02509949348507,68.933675454234,565.2208521939864
2282,2015,July,2015-07-19T00:00:00.000Z,Yes,Female,Student,7,2015-07-19T00:00:00.000Z,Bandung,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,138.02509949348507,0.0,247.35991857998602
2283,2015,July,2015-07-20T00:00:00.000Z,No,Male,Others (specify),7,2015-07-20T00:00:00.000Z,Java,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,213.02509949348507,64.62532073834437,413.2360745380519
2284,2015,July,2015-07-20T00:00:00.000Z,Yes,Male,Student,7,2015-07-20T00:00:00.000Z,Bandung,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,106.02509949348506,24.8456790123456,313.81522295027526
2285,2015,July,2015-07-20T00:00:00.000Z,No,Female,Student,7,2015-07-20T00:00:00.000Z,Bandung,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,175.52509949348507,31.0201539544053,309.2995134218579
2286,2015,July,2015-07-20T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",7,2015-07-20T00:00:00.000Z,Bandung,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,113.02509949348506,77.55038488601325,442.6142352590414
2287,2015,July,2015-07-20T00:00:00.000Z,No,Female,Student,7,2015-07-20T00:00:00.000Z,East Java,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,7 days,138.02509949348507,31.0201539544053,301.98877039534165
2288,2015,July,2015-07-21T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-21T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,150.52509949348507,58.16278866450993,406.0536176928987
2289,2015,July,2015-07-21T00:00:00.000Z,No,Female,Homemaker (Full time),7,2015-07-21T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,588.0250994934851,232.65115465803973,859.4514465945314
2290,2015,July,2015-07-21T00:00:00.000Z,No,Male,Student,7,2015-07-21T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,388.0250994934851,193.87596221503313,710.103480482831
2291,2015,July,2015-07-21T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-21T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,388.0250994934851,155.1007697720265,543.1258692655116
2292,2015,July,2015-07-21T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-21T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,238.02509949348507,232.65115465803973,672.3072548551593
2293,2015,July,2015-07-22T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-22T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,88.02509949348506,116.32557732901986,460.26694694634864
2294,2015,July,2015-07-22T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-22T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,288.0250994934851,82.7204105450808,466.3909847313155
2295,2015,July,2015-07-22T00:00:00.000Z,No,Male,"Businessman (medium size company, 50 -250 people)",7,2015-07-22T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,213.02509949348507,77.55038488601325,456.58500829215734
2296,2015,July,2015-07-22T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-22T00:00:00.000Z,Bali,Leisure,to shop/attend shopping events in singapore,To shop/attend shopping events in Singapore,1 day,228.02509949348507,93.06046186321589,476.18633112872743
2297,2015,July,2015-07-24T00:00:00.000Z,No,Male,Others (specify),7,2015-07-24T00:00:00.000Z,Bandung,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,8-10 days,188.02509949348507,16.156330184586093,207.4126957149884
2298,2015,July,2015-07-24T00:00:00.000Z,Yes,Male,Student,7,2015-07-24T00:00:00.000Z,Tangerang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,108.02509949348506,31.0201539544053,247.0915321921687
2299,2015,July,2015-07-24T00:00:00.000Z,Yes,Female,Student,7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,118.02509949348506,31.0201539544053,164.55533042509302
2300,2015,July,2015-07-24T00:00:00.000Z,No,Male,Student,7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,11-14 days,138.02509949348507,31.0201539544053,179.38530476602546
2301,2015,July,2015-07-24T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,163.02509949348507,174.4883659935298,822.2033710245977
2302,2015,July,2015-07-24T00:00:00.000Z,No,Male,Student,7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,8-10 days,188.02509949348507,31.0201539544053,234.55533042509302
2303,2015,July,2015-07-24T00:00:00.000Z,No,Female,Student,7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,138.02509949348507,77.55038488601325,409.45144659453143
2304,2015,July,2015-07-24T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",7,2015-07-24T00:00:00.000Z,Jakarta,Business+Accompanying Pax,general business purpose,General business purpose,1 day,88.02509949348506,155.1007697720265,708.428178581591
2305,2015,July,2015-07-24T00:00:00.000Z,No,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,11-14 days,121.02509949348506,31.0201539544053,157.2152791069579
2306,2015,July,2015-07-24T00:00:00.000Z,No,Female,Others (specify),7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,158.02509949348507,38.775192443006624,363.53361944142017
2307,2015,July,2015-07-24T00:00:00.000Z,Yes,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-24T00:00:00.000Z,Riau,Leisure,sightseeing/ attractions,Sightseeing/ Attractions,2 days,148.02509949348507,40.520781580478854,278.5920623639169
2308,2015,July,2015-07-24T00:00:00.000Z,Yes,Female,Student,7,2015-07-24T00:00:00.000Z,Yogyakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,188.02509949348507,62.0403079088106,336.71466417930435
2309,2015,July,2015-07-24T00:00:00.000Z,No,Male,"Businessman (medium size company, 50 -250 people)",7,2015-07-24T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,173.73938520777077,55.39313206143803,347.7164731676276
2310,2015,July,2015-07-24T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-24T00:00:00.000Z,Jakarta,Business+Accompanying Pax,corporate/business meetings,Corporate/business meetings,2 days,138.02509949348507,170.61084674922915,1006.5894102168335
2311,2015,July,2015-07-24T00:00:00.000Z,Yes,Female,"Executive (sales, administration)",7,2015-07-24T00:00:00.000Z,Jakarta,Business+Accompanying Pax,corporate/business meetings,Corporate/business meetings,1 day,88.02509949348506,186.12092372643178,1080.6700260344546
2312,2015,July,2015-07-25T00:00:00.000Z,No,Male,"Mager (CEO, company director, senior mager)",7,2015-07-25T00:00:00.000Z,Batam,Education+Accompanying Pax,in-house company training,In-house company training,4 days,130.02509949348507,27.0138543869859,485.273898958699
2313,2015,July,2015-07-25T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",7,2015-07-25T00:00:00.000Z,Jakarta,Business+Accompanying Pax,general business purpose,General business purpose,1 day,1488.025099493485,232.65115465803973,2225.255541098098
2314,2015,July,2015-07-25T00:00:00.000Z,Yes,Female,Student,7,2015-07-25T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,88.02509949348506,4.052078158047885,92.07717765153295
2315,2015,July,2015-07-25T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-25T00:00:00.000Z,Palembang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,88.02509949348506,40.520781580478854,147.45557914485403
2316,2015,July,2015-07-25T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-25T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,1088.025099493485,139.59069279482384,1339.288346524168
2317,2015,July,2015-07-25T00:00:00.000Z,No,Male,"Mager (CEO, company director, senior mager)",7,2015-07-25T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,115.52509949348506,22.511545322488253,144.79010841271977
2318,2015,July,2015-07-25T00:00:00.000Z,Yes,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-25T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,121.94176616015173,52.605011081012314,448.1031749137462
2319,2015,July,2015-07-25T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",7,2015-07-25T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,238.02509949348507,19.387596221503312,266.3309899768799
2320,2015,July,2015-07-25T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-25T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,108.02509949348506,27.0138543869859,202.57358984793572
2321,2015,July,2015-07-25T00:00:00.000Z,Yes,Male,"Businessman (small company, <50 people)",7,2015-07-25T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,596.795099493485,78.90751662151848,1022.36834663246
2322,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Executive (sales, administration)",7,2015-07-26T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,88.02509949348506,135.0692719349295,331.1497889763582
2323,2015,July,2015-07-26T00:00:00.000Z,Yes,Male,"Businessman (medium size company, 50 -250 people)",7,2015-07-26T00:00:00.000Z,Palembang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,188.02509949348507,94.54849035445065,458.57472137891597
2324,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",7,2015-07-26T00:00:00.000Z,Medan,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",1 day,88.02509949348506,62.0403079088106,297.4111386857208
2325,2015,July,2015-07-26T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-26T00:00:00.000Z,Medan,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",1 day,88.02509949348506,51.7002565906755,367.20648508313275
2326,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-26T00:00:00.000Z,Java,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,88.02509949348506,7.755038488601325,100.43316107524717
2327,2015,July,2015-07-26T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-26T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,150.02509949348507,6.753463596746475,170.28549028372447
2328,2015,July,2015-07-26T00:00:00.000Z,Yes,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-26T00:00:00.000Z,Surabaya,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",1 day,95.02509949348506,93.06046186321589,225.30974610198732
2329,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-26T00:00:00.000Z,Tangerang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,142.02509949348507,116.32557732901986,573.7527451770139
2330,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-26T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,88.02509949348506,31.0201539544053,134.55533042509302
2331,2015,July,2015-07-26T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-26T00:00:00.000Z,Jakarta,Leisure,sporting,Sporting,2 days,133.02509949348507,77.55038488601325,314.49300012675604
2332,2015,July,2015-07-26T00:00:00.000Z,Yes,Male,"Businessman (small company, <50 people)",7,2015-07-26T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,98.02509949348506,27.0138543869859,233.09437142841458
2333,2015,July,2015-07-26T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-26T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,128.02509949348507,77.55038488601325,214.8815305658199
2334,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Executive (sales, administration)",7,2015-07-26T00:00:00.000Z,Surabaya,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,88.02509949348506,0.0,91.12711488892559
2335,2015,July,2015-07-26T00:00:00.000Z,No,Male,Others (specify),7,2015-07-26T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,88.02509949348506,15.51007697720265,108.1881995638485
2336,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-26T00:00:00.000Z,Tanjung Balai,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,208.02509949348507,0.0,217.33114567980664
2337,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-26T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,188.02509949348507,121.56234474143655,336.6012986219075
2338,2015,July,2015-07-26T00:00:00.000Z,No,Female,"Executive (sales, administration)",7,2015-07-26T00:00:00.000Z,Batam,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,262.0250994934851,135.0692719349295,478.13593458937225
2339,2015,July,2015-07-26T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",7,2015-07-26T00:00:00.000Z,Tanjung Balai,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,138.02509949348507,405.2078158047885,759.3437503941607
2340,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",7,2015-07-26T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,198.02509949348507,27.0138543869859,235.84449563526533
2341,2015,July,2015-07-26T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",7,2015-07-26T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,88.02509949348506,15.51007697720265,109.73920726156877
