No,Year,Month,date,1st_visit,f1_gender,f3_occupation,tf_mnth,tf_date,City_residence,Purpose_grp,tf_purpose,Purpose,length_stay,totshopping_$,totfnb_$,totexp_$
0,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-01T00:00:00.000Z,Yogyakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,854.8531356990169,76.61392346671624,1096.186994619173
1,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-01T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,171.51980236568352,24.8456790123456,379.30992582247376
2,2015,January,2015-01-01T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-01T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,104.85313569901686,139.76749625168776,420.72767722783124
3,2015,January,2015-01-01T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-01T00:00:00.000Z,Batam,Leisure,others,Others,1 day,220.85313569901686,143.7608532874503,378.99007431521215
4,2015,January,2015-01-01T00:00:00.000Z,No,Male,Student,1,2015-01-01T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",1 day,104.85313569901686,45.96835408002975,342.35629844583724
5,2015,January,2015-01-01T00:00:00.000Z,No,Male,Student,1,2015-01-01T00:00:00.000Z,Bengkulu,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,164.85313569901686,94.34305996988924,290.64388232553586
6,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Executive (sales, administration)",1,2015-01-01T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,119.85313569901686,50.31629865060759,278.3494764484308
7,2015,January,2015-01-01T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",1,2015-01-01T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,114.85313569901686,25.158149325303796,165.16943434962445
8,2015,January,2015-01-01T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-01T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,104.85313569901686,139.76749625168776,386.85311279483426
9,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Executive (sales, administration)",1,2015-01-01T00:00:00.000Z,Tanjung Pinang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,114.85313569901686,62.8953733132595,253.22295698818778
10,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Executive (sales, administration)",1,2015-01-01T00:00:00.000Z,Tanjung Pinang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,271.5198023656835,251.581493253038,757.9106893215569
11,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-01T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,244.85313569901686,102.15189795562168,587.8443752367916
12,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Executive (sales, administration)",1,2015-01-01T00:00:00.000Z,Batam,Leisure,others,Others,1 day,124.85313569901686,17.61070452771266,172.6536194170941
13,2015,January,2015-01-01T00:00:00.000Z,Yes,Female,Student,1,2015-01-01T00:00:00.000Z,East Java,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,148.85313569901686,33.87473807685335,274.20009599809254
14,2015,January,2015-01-01T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-01T00:00:00.000Z,Lampung,Leisure,visiting friends/relatives,Visiting friends/relatives,5 days,171.51980236568352,100.63259730121518,272.1523996668987
15,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Businessman (medium size company, 50 -250 people)",1,2015-01-01T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,104.85313569901686,9.19367081600595,147.75693284037797
16,2015,January,2015-01-01T00:00:00.000Z,No,Male,Student,1,2015-01-01T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,124.85313569901686,37.2685185185184,436.53832088420216
17,2015,January,2015-01-01T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-01T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,134.85313569901686,17.61070452771266,240.5173628652928
18,2015,January,2015-01-01T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-01T00:00:00.000Z,Palembang,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,146.85313569901686,6.2114197530864,159.86548137802922
19,2015,January,2015-01-01T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-01T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,1104.8531356990168,88.87215122139085,1481.7936391552607
20,2015,January,2015-01-01T00:00:00.000Z,No,Male,Student,1,2015-01-01T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,104.85313569901686,0.0,234.82004105786356
21,2015,January,2015-01-01T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",1,2015-01-01T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,204.85313569901686,20.430379591124336,229.36959120836607
22,2015,January,2015-01-02T00:00:00.000Z,No,Male,Others (specify),1,2015-01-02T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,249.85313569901686,102.15189795562168,1458.7920972618604
23,2015,January,2015-01-02T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-02T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,604.8531356990169,0.0,777.2344634991284
24,2015,January,2015-01-02T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-02T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,8-10 days,404.8531356990169,61.291138773373,736.8468040547873
25,2015,January,2015-01-03T00:00:00.000Z,Yes,Male,Student,1,2015-01-03T00:00:00.000Z,Yogyakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,154.85313569901686,40.86075918224867,394.9100958947278
26,2015,January,2015-01-03T00:00:00.000Z,Yes,Female,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-03T00:00:00.000Z,Kalimantan,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,404.8531356990169,122.58227754674601,626.7316960315642
27,2015,January,2015-01-03T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-03T00:00:00.000Z,Bandung,Leisure,to take or join a regional or international cruise,To take or join a regional or international cruise,Under 1 day,104.85313569901686,0.0,132.4341481470347
28,2015,January,2015-01-03T00:00:00.000Z,No,Male,Retired,1,2015-01-03T00:00:00.000Z,Jakarta,Leisure,to take or join a regional or international cruise,To take or join a regional or international cruise,1 day,104.85313569901686,12.4228395061728,117.27597520518967
29,2015,January,2015-01-03T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-03T00:00:00.000Z,Jakarta,Leisure,to take or join a regional or international cruise,To take or join a regional or international cruise,Under 1 day,140.85313569901686,0.0,163.83731273903174
30,2015,January,2015-01-03T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",1,2015-01-03T00:00:00.000Z,Medan,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,104.85313569901686,6.2114197530864,118.72594779877488
31,2015,January,2015-01-03T00:00:00.000Z,No,Female,"Mager (CEO, company director, senior mager)",1,2015-01-03T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,8-10 days,404.8531356990169,76.61392346671624,1132.6854086328212
32,2015,January,2015-01-03T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-03T00:00:00.000Z,Lombok,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,704.8531356990169,91.9367081600595,1225.8278152726873
33,2015,January,2015-01-03T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-03T00:00:00.000Z,Bali,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,6 days,248.60313569901686,27.502434064975066,577.6501146906828
34,2015,January,2015-01-03T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-03T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,7 days,434.8531356990169,43.77938483812357,815.733783790692
35,2015,January,2015-01-03T00:00:00.000Z,No,Male,Student,1,2015-01-03T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,218.1864690323502,119.17721428155862,594.4459598355567
36,2015,January,2015-01-03T00:00:00.000Z,No,Male,"Mager (CEO, company director, senior mager)",1,2015-01-03T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,621.5198023656835,40.86075918224867,1300.8299237705676
37,2015,January,2015-01-04T00:00:00.000Z,No,Female,Student,1,2015-01-04T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,604.8531356990169,86.19066390005578,826.8823774891692
38,2015,January,2015-01-04T00:00:00.000Z,Yes,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-04T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,164.85313569901686,61.29113877337301,356.83678655419794
39,2015,January,2015-01-04T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-04T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,138.1864690323502,125.790746626519,700.051803964135
40,2015,January,2015-01-04T00:00:00.000Z,No,Male,Others (specify),1,2015-01-04T00:00:00.000Z,Tanjung Balai,Leisure,visiting friends/relatives,Visiting friends/relatives,2 days,139.85313569901686,188.68611993977848,353.6974049640991
41,2015,January,2015-01-04T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-04T00:00:00.000Z,Batam,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,134.85313569901686,0.0,185.16943434962445
42,2015,January,2015-01-04T00:00:00.000Z,Yes,Male,Others (specify),1,2015-01-04T00:00:00.000Z,Pekan Baru,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,154.85313569901686,85.12658162968472,384.6949060991656
43,2015,January,2015-01-04T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-04T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,104.85313569901686,0.0,107.9176926376855
44,2015,January,2015-01-04T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-04T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,104.85313569901686,10.725949285340274,133.96642661636903
45,2015,January,2015-01-04T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-04T00:00:00.000Z,Jakarta,Leisure,to take or join a regional or international cruise,To take or join a regional or international cruise,1 day,159.85313569901686,18.868611993977847,385.1280101100509
46,2015,January,2015-01-04T00:00:00.000Z,No,Male,"Businessman (medium size company, 50 -250 people)",1,2015-01-04T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,154.85313569901686,107.25949285340275,550.9180067310225
47,2015,January,2015-01-04T00:00:00.000Z,Yes,Female,Student,1,2015-01-04T00:00:00.000Z,Banjarmasin,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,271.5198023656835,41.93024887550633,525.6905472550158
48,2015,January,2015-01-04T00:00:00.000Z,Yes,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-04T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,104.85313569901686,37.737223987955694,346.3713692219333
49,2015,January,2015-01-04T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-04T00:00:00.000Z,Palembang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,104.85313569901686,108.34025993377324,323.5658439832925
50,2015,January,2015-01-04T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-04T00:00:00.000Z,Batam,Leisure,others,Others,1 day,104.85313569901686,150.94889595182278,864.6292453231915
51,2015,January,2015-01-04T00:00:00.000Z,No,Female,"Mager (CEO, company director, senior mager)",1,2015-01-04T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,114.85313569901686,18.868611993977847,152.59035968697256
52,2015,January,2015-01-04T00:00:00.000Z,Yes,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",1,2015-01-04T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,110.85313569901686,25.158149325303796,261.80203165083964
53,2015,January,2015-01-04T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-04T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,854.8531356990169,367.746832640238,1873.818317806343
54,2015,January,2015-01-04T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-04T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,538.1864690323501,119.17721428155862,936.5788710592748
55,2015,January,2015-01-04T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-04T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,904.8531356990169,64.35569571204165,1765.9936354649074
56,2015,January,2015-01-04T00:00:00.000Z,No,Male,Student,1,2015-01-04T00:00:00.000Z,Surabaya,Leisure,visiting friends/relatives,Visiting friends/relatives,3 days,289.8531356990169,102.15189795562168,417.54300814354394
57,2015,January,2015-01-04T00:00:00.000Z,No,Female,"Mager (CEO, company director, senior mager)",1,2015-01-04T00:00:00.000Z,Jakarta,Healthcare+Accompanying Pax,outpatient consultation/treatment,Outpatient consultation/treatment,2 days,471.5198023656835,127.68987244452707,1392.2265489438414
58,2015,January,2015-01-05T00:00:00.000Z,No,Female,Student,1,2015-01-05T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,6 days,104.85313569901686,76.61392346671626,995.3752898741399
59,2015,January,2015-01-05T00:00:00.000Z,No,Female,Student,1,2015-01-05T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,6 days,179.85313569901686,66.39873367115409,394.3721214058223
60,2015,January,2015-01-05T00:00:00.000Z,No,Male,Student,1,2015-01-05T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,6 days,104.85313569901686,15.322784693343252,130.39111018792227
61,2015,January,2015-01-05T00:00:00.000Z,No,Female,Student,1,2015-01-05T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,4 days,144.85313569901686,38.30696173335812,198.48288212571822
62,2015,January,2015-01-05T00:00:00.000Z,No,Male,Student,1,2015-01-05T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,7 days,104.85313569901686,0.0,177.7140785958677
63,2015,January,2015-01-05T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-05T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,744.8531356990169,229.84177040014876,1383.3024979216523
64,2015,January,2015-01-06T00:00:00.000Z,No,Male,Student,1,2015-01-06T00:00:00.000Z,Surabaya,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,304.8531356990169,20.430379591124336,482.67693069891357
65,2015,January,2015-01-06T00:00:00.000Z,No,Female,Others (specify),1,2015-01-06T00:00:00.000Z,Surabaya,Leisure,visiting an international student studying in singapore,Visiting an international student studying in Singapore,3 days,304.8531356990169,51.07594897781084,407.0050336546385
66,2015,January,2015-01-06T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",1,2015-01-06T00:00:00.000Z,Bandung,Leisure,visiting friends/relatives,Visiting friends/relatives,1 day,124.85313569901686,15.32278469334325,207.5961730430704
67,2015,January,2015-01-06T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-06T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,104.85313569901686,57.46044260003719,294.19295545848604
68,2015,January,2015-01-06T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-06T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,104.85313569901686,61.291138773373,181.4670591657331
69,2015,January,2015-01-06T00:00:00.000Z,No,Female,Unemployed,1,2015-01-06T00:00:00.000Z,East Java,Leisure,visiting friends/relatives,Visiting friends/relatives,2 days,104.85313569901686,12.579074662651898,123.72174769299471
70,2015,January,2015-01-06T00:00:00.000Z,No,Male,"Businessman (medium size company, 50 -250 people)",1,2015-01-06T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,104.85313569901686,57.46044260003719,304.9572117055597
71,2015,January,2015-01-07T00:00:00.000Z,No,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-07T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,304.8531356990169,0.0,304.8531356990169
72,2015,January,2015-01-07T00:00:00.000Z,Yes,Male,"Mager (CEO, company director, senior mager)",1,2015-01-07T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,304.8531356990169,76.61392346671626,595.9860448725386
73,2015,January,2015-01-07T00:00:00.000Z,No,Female,"Executive (sales, administration)",1,2015-01-07T00:00:00.000Z,Jakarta,Leisure,visiting friends/relatives,Visiting friends/relatives,6 days,804.8531356990169,0.0,804.8531356990169
74,2015,January,2015-01-07T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",1,2015-01-07T00:00:00.000Z,Java,Healthcare+Accompanying Pax,accompanying a healthcare/medical visitor for outpatient consultation/treat,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,1 day,304.8531356990169,61.291138773373,1121.1505999660305
75,2015,January,2015-01-07T00:00:00.000Z,Yes,Male,"Executive (sales, administration)",1,2015-01-07T00:00:00.000Z,Yogyakarta,Business+Accompanying Pax,general business purpose,General business purpose,2 days,104.85313569901686,91.9367081600595,549.2138918059711
76,2015,January,2015-01-07T00:00:00.000Z,No,Male,"Mager (CEO, company director, senior mager)",1,2015-01-07T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,284.8531356990169,81.72151836449734,897.764523432747
77,2015,January,2015-01-07T00:00:00.000Z,No,Female,"Executive (sales, administration)",1,2015-01-07T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,154.85313569901686,306.455693866865,892.019444771367
78,2015,January,2015-01-07T00:00:00.000Z,Yes,Male,"Executive (sales, administration)",1,2015-01-07T00:00:00.000Z,Jakarta,Leisure,sightseeing/ attractions,Sightseeing/ Attractions,3 days,131.03813569901686,80.25819242628306,343.3634093972254
79,2015,January,2015-01-07T00:00:00.000Z,No,Male,"Mager (CEO, company director, senior mager)",1,2015-01-07T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,104.85313569901686,47.50063254936408,169.2088314110585
80,2015,January,2015-01-07T00:00:00.000Z,No,Female,Unemployed,1,2015-01-07T00:00:00.000Z,Tanjung Pinang,Healthcare+Accompanying Pax,outpatient consultation/treatment,Outpatient consultation/treatment,3 days,129.85313569901686,0.0,340.33569791789347
81,2015,January,2015-01-08T00:00:00.000Z,No,Male,"Executive (sales, administration)",1,2015-01-08T00:00:00.000Z,Bandung,Healthcare+Accompanying Pax,outpatient consultation/treatment,Outpatient consultation/treatment,4 days,504.8531356990169,45.96835408002975,1889.2692795977694
82,2015,January,2015-01-08T00:00:00.000Z,No,Female,Student,1,2015-01-08T00:00:00.000Z,Medan,Leisure,visiting friends/relatives,Visiting friends/relatives,15-29 days,244.85313569901686,19.153480866679065,270.39111018792227
83,2015,January,2015-01-08T00:00:00.000Z,No,Female,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-08T00:00:00.000Z,Jakarta,Leisure,stopover,Stopover,1 day,104.85313569901686,45.96835408002975,251.95186875511206
84,2015,January,2015-01-08T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-08T00:00:00.000Z,Makassar,Others/ Refused,"others - work related (e.g. visa, insurance, etc)","Others - Work Related (e.g. visa, insurance, etc)",1 day,154.85313569901686,0.0,154.85313569901686
85,2015,January,2015-01-09T00:00:00.000Z,No,Female,Retired,1,2015-01-09T00:00:00.000Z,Surabaya,Healthcare+Accompanying Pax,outpatient consultation/treatment,Outpatient consultation/treatment,4 days,104.85313569901686,38.30696173335812,783.6189571213548
86,2015,January,2015-01-09T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-09T00:00:00.000Z,Surabaya,Leisure,visiting friends/relatives,Visiting friends/relatives,3 days,324.8531356990169,112.36708775118385,437.2202234502007
87,2015,January,2015-01-09T00:00:00.000Z,Yes,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-09T00:00:00.000Z,Medan,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,488.8531356990169,36.7746832640238,743.9775008431819
88,2015,January,2015-01-09T00:00:00.000Z,No,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",1,2015-01-09T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,503.8531356990169,255.3797448890542,1132.0873081260902
89,2015,January,2015-01-09T00:00:00.000Z,No,Male,Others (specify),1,2015-01-09T00:00:00.000Z,Jakarta,Business+Accompanying Pax,general business purpose,General business purpose,6 days,154.85313569901686,0.0,154.85313569901686
90,2015,January,2015-01-09T00:00:00.000Z,Yes,Female,Student,1,2015-01-09T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,124.85313569901686,0.0,347.1317620127197
91,2015,January,2015-01-09T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-09T00:00:00.000Z,Jakarta,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,2 days,504.8531356990169,191.5348086667906,715.5414252324865
92,2015,January,2015-01-09T00:00:00.000Z,No,Female,"Businessman (small company, <50 people)",1,2015-01-09T00:00:00.000Z,Manado,Leisure,stopover,Stopover,1 day,354.8531356990169,199.19620101346226,937.1189540460604
93,2015,January,2015-01-09T00:00:00.000Z,No,Female,"Executive (sales, administration)",1,2015-01-09T00:00:00.000Z,Tanjung Pinang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,129.85313569901686,25.53797448890542,155.39111018792227
94,2015,January,2015-01-09T00:00:00.000Z,No,Male,"Mager (CEO, company director, senior mager)",1,2015-01-09T00:00:00.000Z,Solo,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,104.85313569901686,18.868611993977847,123.72174769299471
95,2015,January,2015-01-09T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-09T00:00:00.000Z,Tanjung Pinang,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,15-29 days,144.85313569901686,4.792028442915009,149.64516414193187
96,2015,January,2015-01-09T00:00:00.000Z,No,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",1,2015-01-09T00:00:00.000Z,Tanjung Pinang,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",Under 1 day,104.85313569901686,6.289537331325949,114.28744169600579
97,2015,January,2015-01-10T00:00:00.000Z,Yes,Male,Student,1,2015-01-10T00:00:00.000Z,Medan,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,4 days,104.85313569901686,0.0,280.3059630501749
98,2015,January,2015-01-10T00:00:00.000Z,No,Male,Others (specify),1,2015-01-10T00:00:00.000Z,Bali,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,104.85313569901686,306.455693866865,1192.7708489263875
99,2015,January,2015-01-10T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-10T00:00:00.000Z,Batam,Others/ Refused,"others - personal (e.g. weddings, funerals, etc)","Others - Personal (e.g. weddings, funerals, etc)",1 day,124.85313569901686,122.582277546746,338.90763546798513
100,2015,January,2015-01-10T00:00:00.000Z,No,Female,Homemaker (Full time),1,2015-01-10T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,1 day,271.5198023656835,167.72099550202535,636.3129675825886
101,2015,January,2015-01-10T00:00:00.000Z,No,Male,Student,1,2015-01-10T00:00:00.000Z,Padang,Education+Accompanying Pax,student events,Student events,6 days,109.85313569901686,15.322784693343252,163.48288212571825
102,2015,January,2015-01-10T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-10T00:00:00.000Z,Batam,Business+Accompanying Pax,general business purpose,General business purpose,Under 1 day,214.85313569901686,15.094889595182279,277.6852492821548
103,2015,January,2015-01-10T00:00:00.000Z,Yes,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",1,2015-01-10T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,5 days,104.85313569901686,7.547444797591139,116.42588438865661
104,2015,January,2015-01-10T00:00:00.000Z,Yes,Female,Others (specify),1,2015-01-10T00:00:00.000Z,Batam,Leisure,to shop/attend shopping events in singapore,To shop/attend shopping events in Singapore,Under 1 day,538.1864690323501,125.790746626519,684.9423400966224
105,2015,January,2015-01-10T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-10T00:00:00.000Z,Jakarta,Business+Accompanying Pax,company sponsored holiday,Company sponsored holiday,Under 1 day,904.8531356990169,10.99019607843135,974.1889200127424
106,2015,January,2015-01-10T00:00:00.000Z,No,Male,"Businessman (small company, <50 people)",1,2015-01-10T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,3 days,221.51980236568352,55.906998500675115,542.9850437445655
107,2015,January,2015-01-10T00:00:00.000Z,No,Male,"Professiols (doctor, lawyer, lecturer, etc)",1,2015-01-10T00:00:00.000Z,Batam,Leisure,holiday/ rest & relax,Holiday/ Rest & Relax,Under 1 day,129.85313569901686,15.723843328314874,151.8665163586577
